id,province,population,x_coord,y_coord,latitude,longitude,Ontrelevant,name
33029,3,10717,57288.57214,166036914,50.79275437,3.055499533,NVT,WERVIK
33037,3,6905,53653.7408,173560.4504,50.86640429,3.001817784,NVT,ZONNEBEKE
33039,3,4987,40430.3544,164047.2,50.77933603,2.806396244,NVT,HEUVELLAND-KEMMEL
33040,3,4511,48786.42412,179840.6262,50.89218185,2.963951094,NVT,LANGEMARK - POELKAPELLE
33041,3,2115,36640.95778,179452.6211,50.9170302,2.755634589,NVT,VLETEREN-OOSTVLETEREN
34002,3,8609,84907.62234,169439.4945,50.82731015,3.449588588,NVT,ANZEGEM
34003,3,5536,85466.7826,163290.7904,50.8542289,3.639591368,NVT,AVELGEM
34009,3,7173,79516.96344,171021725,50.85374,3.35335,NVT,DEERLIJK
34013,3,16498,75348.32,172710.7353,50.86468009,3.308443375,NVT,HARELBEKE
34022,3,45344,71876.09336,167663.5965,50.82900246,3.264406009,NVT,KORTRIJK
34023,3,8041,73106.16167,172737.1857,50.85397,3287,NVT,KUURNE
34025,3,3351,70574.0535,175632047,50.8862994,3.2381931,NVT,LENDELEDE
34027,3,19309,64060.64462,165186095,50.79276877,3.147125427,NVT,MENEN
34040,3,22653,82021.12125,175252001,50.89031558,3.401282335,NVT,WAREGEM
34041,3,19524,66273.31326,169171.3688,50.82507224,3.18274212,NVT,WEVELGEM
34042,3,14409,79503.57342,165200.3753,50.79118496,3.370427008,NVT,ZWEVEGEM
34043,3,1134,78829822,158003686,50.72396996,3.36568052,NVT,SPIERE-HELKIJN
35002,3,9148,52051.70889,214854.8983,51.2345015,2.9728359,NVT,BREDENE
35005,3,6738,51220.9652,205701.0298,51.1566427,2.982255432,NVT,GISTEL
35006,3,8294,56085.05635,200936.8183,51.11210248,3.019750908,NVT,ICHTEGEM
35011,3,10053,41470.10667,207107.5941,51.16518152,2.82039786,NVT,MIDDELKERKE
35013,3,40082,48590.91797,212744.8567,51.20807093,2.902446145,NVT,OOSTENDE
